time,gyrX,gyrY,gyrZ,accX,accY,accZ,Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
5363,6.125,9.9375,-1.0625,-0.04248047,0.03466797,0.9555664,0.01269531,0.3452148,-0.4912109
5365,4.9375,10.8125,-1.375,-0.01123047,0.03076172,0.9204102,0.009277344,0.3393555,-0.4951172
5366,5.5,10.5,-1.8125,-0.01513672,0.01513672,0.9243164,0.009277344,0.3393555,-0.4951172
5368,4.9375,10.25,-1.875,-0.02685547,0.01513672,0.9594727,0.009277344,0.3393555,-0.4951172
5369,5.875,9.8125,-2.5,0.01513672,0.03076172,0.9399414,0.02099609,0.3383789,-0.4936523
5371,4.625,9.875,-2.8125,-0.007324219,0.01513672,0.9946289,0.02099609,0.3383789,-0.4936523
5372,4.875,8.5,-2.8125,-0.04248047,0.01513672,0.9907227,0.02099609,0.3383789,-0.4936523
5374,4.4375,7.875,-2.375,-0.05029297,0.03076172,0.9750977,0.02099609,0.3383789,-0.4936523
5375,3.9375,6.875,-3.3125,-0.05810547,0.007324219,0.9477539,0.02099609,0.3383789,-0.4936523
5377,3.5625,5.9375,-3.1875,-0.02685547,0.007324219,0.9555664,0.02099609,0.3383789,-0.4936523
5378,3.4375,5.3125,-3.8125,-0.07763672,-0.03076172,0.9829102,0.02099609,0.3383789,-0.4936523
5380,3.125,4.875,-3.3125,-0.08935547,-0.003417969,0.9946289,0.01953125,0.3393555,-0.496582
5381,3.4375,4.5625,-2.8125,-0.08544922,-0.007324219,1.017578,0.01953125,0.3393555,-0.496582
5383,2.75,5.1875,-2.75,-0.1049805,-0.007324219,1.013672,0.01953125,0.3393555,-0.496582
5384,3.375,5.5625,-2.875,-0.1088867,-0.003417969,1.001953,0.03027344,0.3452148,-0.4951172
5386,2.9375,5.375,-2.25,-0.1206055,-0.007324219,0.9946289,0.03027344,0.3452148,-0.4951172
5387,2.9375,4.125,-1.9375,-0.144043,-0.01513672,1.005859,0.03027344,0.3452148,-0.4951172
5389,2.8125,5.0625,-1.6875,-0.1166992,-0.01513672,1.013672,0.02441406,0.3466797,-0.496582
5390,2.8125,5.5,-1.3125,-0.1088867,-0.01123047,0.9868164,0.02441406,0.3466797,-0.496582
5392,2.4375,4.3125,-0.6875,-0.08544922,-0.02294922,1.009766,0.02441406,0.3466797,-0.496582
5393,2.1875,3.875,0.3125,-0.06201172,0.01123047,1.005859,0.02441406,0.3466797,-0.496582
5395,1.75,6.25,0.1875,-0.01123047,0,0.9594727,0.02539063,0.3417969,-0.5024414
5396,1.25,5.875,0,-0.03857422,0,0.9204102,0.02539063,0.3417969,-0.5024414
5398,2.3125,3.9375,0.375,0,0.01513672,1.005859,0.02539063,0.3417969,-0.5024414
5399,0.8125,4.875,0.5625,0,0.01123047,1.068359,0.02441406,0.3408203,-0.512207
5401,1.125,6.5625,-0.6875,0.03466797,-0.06201172,0.9477539,0.02441406,0.3408203,-0.512207
5402,3.375,3.75,-0.6875,0.01123047,-0.007324219,0.9243164,0.02441406,0.3408203,-0.512207
5404,2,1.25,-0.25,-0.02294922,0.03076172,1.115234,0.02783203,0.3427734,-0.5048828
5405,3.75,2.1875,-0.0625,0.007324219,0.01513672,0.9516602,0.02783203,0.3427734,-0.5048828
5407,3.5,0.25,-1.5625,-0.03466797,-0.01123047,0.9829102,0.02783203,0.3427734,-0.5048828
5408,3.1875,-4.5625,-0.375,-0.01513672,0.05029297,1.119141,0.02783203,0.3427734,-0.5048828
5410,3.75,-1.375,-0.875,-0.07373047,0.02685547,0.9594727,0.03027344,0.3325195,-0.5078125
5411,9.1875,-0.8125,-2.375,-0.07373047,-0.03857422,0.8930664,0.03027344,0.3325195,-0.5078125
5413,4.75,-5.5,-2.4375,-0.1479492,-0.01904297,0.8813477,0.03027344,0.3325195,-0.5078125
5414,6,-8.8125,-2.6875,-0.1401367,0.02294922,0.9672852,0.01953125,0.3393555,-0.5146484
5416,8.375,-9.6875,-4.4375,-0.128418,0.04248047,0.9125977,0.01953125,0.3393555,-0.5146484
5417,9.6875,-16.375,-5.6875,-0.1635742,0.02685547,0.9243164,0.01953125,0.3393555,-0.5146484
5419,8.9375,-22,-6.5,-0.1323242,-0.01513672,1.091797,0.02685547,0.3359375,-0.512207
5420,11.625,-23.0625,-6.75,-0.04638672,0.007324219,1.123047,0.02685547,0.3359375,-0.512207
5422,13.3125,-21.9375,-7.375,-0.09326172,0.01123047,1.154297,0.02685547,0.3359375,-0.512207
5423,12.6875,-24.75,-9.125,-0.07763672,-0.01123047,1.044922,0.02685547,0.3359375,-0.512207
5425,15.8125,-29.25,-9.875,-0.007324219,0.03857422,0.9946289,0.02685547,0.3359375,-0.512207
5426,14.625,-30.6875,-10.5625,0.02294922,-0.03076172,1.041016,0.02685547,0.3359375,-0.512207
5428,18.75,-29.8125,-10.5,0.07373047,0.03857422,0.9204102,0.02685547,0.3359375,-0.512207
5429,16.0625,-28.125,-12.125,0.1557617,0.03466797,0.9047852,0.01367188,0.3393555,-0.5107422
5431,18.4375,-28.5,-11.875,0.1362305,0.003417969,1.013672,0.01367188,0.3393555,-0.5107422
5432,16.375,-26.625,-10.8125,0.1088867,0.01904297,1.001953,0.01367188,0.3393555,-0.5107422
5434,15.5625,-22.4375,-9.0625,0.128418,0,0.9829102,0.01953125,0.3334961,-0.5107422
5435,12.9375,-22,-10.0625,0.2338867,-0.01513672,1.009766,0.01953125,0.3334961,-0.5107422
5437,13.9375,-17.9375,-11.4375,0.222168,-0.04638672,1.052734,0.01953125,0.3334961,-0.5107422
5438,14.125,-2.5,-9.9375,0.3662109,-0.03076172,1.001953,0.01953125,0.3334961,-0.5107422
5440,13.75,23.75,-13.125,0.4326172,-0.1362305,1.134766,0.01953125,0.3334961,-0.5107422
5441,19.3125,54.4375,-14.5625,0.4287109,-0.07373047,1.251953,0.01953125,0.3334961,-0.5107422
5443,25.625,94.3125,-21.1875,0.4560547,-0.07763672,1.255859,0.01953125,0.3334961,-0.5107422
5444,39.9375,150.875,-34.375,0.4951172,-0.2416992,1.532715,0.02099609,0.3300781,-0.5092773
5446,39.0625,222,-40.125,0.269043,-0.09326172,1.606934,0.02099609,0.3300781,-0.5092773
5449,42.0625,294.5625,-40,0.1674805,-0.2729492,1.829102,0.02099609,0.3300781,-0.5092773
5451,31.3125,359.9375,-35.3125,0.6782227,-0.3623047,2.335938,0.03369141,0.3266602,-0.5146484
5452,45.1875,487.625,-33.4375,0.7602539,-1.189453,2.519531,0.03369141,0.3266602,-0.5146484
5454,72,615.875,-20.5625,0.08935547,-1.103516,2.488281,0.03369141,0.3266602,-0.5146484
5455,54.1875,731.0625,-24.4375,-0.6630859,-1.438965,3.428223,0.08740234,0.3173828,-0.5273438
5457,116.875,765.8125,-45.9375,-0.6860352,-1.563965,3.584473,0.08740234,0.3173828,-0.5273438
5458,105.875,770.25,-51.0625,-1.958008,-0.6513672,2.316895,0.08740234,0.3173828,-0.5273438
5460,54.4375,635.5625,-25.75,-4.563477,0.7758789,1.84082,0.08740234,0.3173828,-0.5273438
5461,-67,388.875,-64.625,-4.415039,1.267578,2.219238,0.1420898,0.3188477,-0.5302734
5463,-85.3125,170.5625,-109.25,-3.455566,0.1987305,3.396973,0.1420898,0.3188477,-0.5302734
5464,-53.6875,13.5,-134.9375,-2.5625,-0.3466797,2.956543,0.1420898,0.3188477,-0.5302734
5466,-40.3125,-76.6875,-146.625,-2.191895,-0.1323242,2.5,0.1235352,0.3139648,-0.5424805
5467,-46.875,-138.6875,-157.0625,-1.575684,0.02294922,2.585938,0.1235352,0.3139648,-0.5424805
5469,-17.125,-165.375,-162.75,-1.251953,0.05810547,2.417969,0.1235352,0.3139648,-0.5424805
5470,-3.8125,-168.9375,-163.25,-1.150391,0.1557617,2.125488,0.03955078,0.3208008,-0.5288086
5472,-10.125,-161.625,-159,-0.8930664,0.3857422,1.275391,0.03955078,0.3208008,-0.5288086
5473,-20.9375,-136.5,-152.625,-0.6821289,0.4287109,0.7094727,0.03955078,0.3208008,-0.5288086
5475,-38.875,-96.75,-149.25,-0.5107422,0.3740234,0.4951172,0.03955078,0.3208008,-0.5288086
5476,-34.1875,-51.5,-147.75,-0.3237305,0.1635742,0.4833984,-0.05078125,0.3105469,-0.5229492
5478,-29.875,-9.5,-146,-0.284668,0.175293,0.2885742,-0.05078125,0.3105469,-0.5229492
5479,-31.1875,30.5,-145.4375,-0.222168,0.1831055,0.2456055,-0.05078125,0.3105469,-0.5229492
5481,-26.1875,60.8125,-146,-0.284668,0.1245117,0.3896484,-0.112793,0.3012695,-0.5078125
5482,-20.625,82.4375,-146.1875,-0.315918,0.175293,0.5185547,-0.112793,0.3012695,-0.5078125
5484,-17.5625,98.875,-145.4375,-0.284668,0.190918,0.6435547,-0.112793,0.3012695,-0.5078125
5485,-13.6875,112.1875,-145.3125,-0.190918,0.175293,0.8461914,-0.1508789,0.2919922,-0.4785156
5487,-9.4375,124.75,-145.4375,-0.1401367,0.1870117,1.095703,-0.1508789,0.2919922,-0.4785156
5488,-3.6875,132.5625,-145,-0.08544922,0.190918,1.189453,-0.1508789,0.2919922,-0.4785156
5490,0.6875,133.125,-144.8125,-0.05419922,0.237793,1.298828,-0.1508789,0.2919922,-0.4785156
5491,3.6875,125.6875,-144.6875,-0.01513672,0.3198242,1.356934,-0.1508789,0.2919922,-0.4785156
5493,4.375,111.8125,-143.9375,0.04248047,0.3466797,1.368652,-0.1508789,0.2919922,-0.4785156
5494,2.75,92.25,-142,0.128418,0.4638672,1.372559,-0.1508789,0.2919922,-0.4785156
5496,-0.8125,73.875,-139.5625,0.1635742,0.5302734,1.314453,-0.1835938,0.2524414,-0.4267578
5497,-4.625,57.0625,-135.9375,0.331543,0.5966797,1.306641,-0.1835938,0.2524414,-0.4267578
5499,-11.375,44.5,-130.125,0.4833984,0.6435547,1.232422,-0.1835938,0.2524414,-0.4267578
5500,-16.8125,34.375,-124,0.5615234,0.6977539,1.076172,-0.2036133,0.2338867,-0.3935547
5502,-21.3125,28.125,-118.125,0.6977539,0.6860352,1.076172,-0.2036133,0.2338867,-0.3935547
5503,-26.625,22.4375,-112,0.7993164,0.7055664,0.9672852,-0.2036133,0.2338867,-0.3935547
5505,-29.0625,18.1875,-104.375,0.8422852,0.7172852,0.9165039,-0.2036133,0.2338867,-0.3935547
5506,-30.8125,13.375,-96.0625,0.8891602,0.7211914,0.8774414,-0.2036133,0.2338867,-0.3935547
5508,-30.8125,8.375,-94.25,0.8969727,0.6938477,0.8657227,-0.2036133,0.2338867,-0.3935547
5509,-28.25,2.4375,-86.9375,0.9282227,0.6474609,0.7915039,-0.2036133,0.2338867,-0.3935547
5511,-25.1875,-4.3125,-81.875,0.9321289,0.6279297,0.7797852,-0.2104492,0.222168,-0.355957
5512,-19.9375,-12.25,-78.3125,0.9477539,0.6083984,0.6899414,-0.2104492,0.222168,-0.355957
5514,-14.75,-20.9375,-75,0.9555664,0.5732422,0.6318359,-0.2104492,0.222168,-0.355957
5515,-7.625,-29.875,-73.1875,0.9711914,0.5341797,0.5810547,-0.2080078,0.2094727,-0.3461914
5517,-1.25,-35.3125,-70.9375,0.9907227,0.4755859,0.5341797,-0.2080078,0.2094727,-0.3461914
5518,7.1875,-39.5,-70.5,0.9868164,0.4208984,0.4833984,-0.2080078,0.2094727,-0.3461914
5520,17.1875,-41.9375,-69.5625,0.9907227,0.3935547,0.4716797,-0.2094727,0.2045898,-0.3208008
5521,27.1875,-43.5,-68.875,0.9829102,0.3623047,0.4365234,-0.2094727,0.2045898,-0.3208008
5523,35.0625,-44.9375,-69.5,0.9594727,0.3349609,0.4326172,-0.2094727,0.2045898,-0.3208008
5524,42.5625,-48.6875,-69,0.9125977,0.3198242,0.4052734,-0.2094727,0.2045898,-0.3208008
5526,49.625,-52.5625,-69,0.8891602,0.3041992,0.3935547,-0.2045898,0.1992188,-0.2875977
5527,55,-56.5625,-69,0.8579102,0.3198242,0.4091797,-0.2045898,0.1992188,-0.2875977
5529,59.5,-60.4375,-68.375,0.8579102,0.3276367,0.4208984,-0.2045898,0.1992188,-0.2875977
5530,63.0625,-65.1875,-66.875,0.7797852,0.331543,0.4404297,-0.2036133,0.1933594,-0.2607422
5532,65.4375,-69.9375,-65.25,0.7758789,0.3544922,0.4404297,-0.2036133,0.1933594,-0.2607422
5533,67.6875,-76.5625,-63.0625,0.7446289,0.3505859,0.4482422,-0.2036133,0.1933594,-0.2607422
5535,69.3125,-83,-61.3125,0.7094727,0.3388672,0.4443359,-0.1870117,0.190918,-0.2260742
5536,70.5,-89.0625,-58.375,0.7094727,0.3466797,0.4716797,-0.1870117,0.190918,-0.2260742
5538,72.1875,-93.625,-55.875,0.6743164,0.3120117,0.4755859,-0.1870117,0.190918,-0.2260742
5539,74.625,-99.9375,-53.6875,0.6704102,0.2807617,0.4873047,-0.1870117,0.190918,-0.2260742
5541,78.5,-103.8125,-51.0625,0.6474609,0.2651367,0.5029297,-0.1743164,0.1801758,-0.1914063
5542,80.5625,-108.5,-48.3125,0.6279297,0.253418,0.4951172,-0.1743164,0.1801758,-0.1914063
5544,82.125,-113.3125,-46.25,0.5732422,0.2026367,0.5498047,-0.1743164,0.1801758,-0.1914063
5546,85.5,-118.8125,-44,0.5654297,0.175293,0.5498047,-0.140625,0.1918945,-0.1396484
5548,90,-123.8125,-41.75,0.4990234,0.1401367,0.5810547,-0.140625,0.1918945,-0.1396484
5549,91.75,-128.625,-39.3125,0.4560547,0.128418,0.5693359,-0.140625,0.1918945,-0.1396484
5551,93.625,-134.0625,-37.3125,0.4443359,0.1166992,0.5615234,-0.09960938,0.1992188,-0.1088867
5552,95.1875,-138.5,-35,0.3740234,0.1010742,0.5654297,-0.09960938,0.1992188,-0.1088867
5554,95.125,-143.4375,-31.75,0.3505859,0.1206055,0.5771484,-0.09960938,0.1992188,-0.1088867
5555,94.8125,-147.625,-28.5,0.2885742,0.1206055,0.5771484,-0.09960938,0.1992188,-0.1088867
5557,92.25,-151.9375,-24.5,0.2495117,0.1362305,0.5615234,-0.09960938,0.1992188,-0.1088867
5558,86.9375,-155,-20.3125,0.222168,0.1674805,0.5576172,-0.09960938,0.1992188,-0.1088867
5560,86.875,-157,-15.9375,0.2026367,0.1518555,0.5888672,-0.09960938,0.1992188,-0.1088867
5561,84.3125,-157.5625,-11.0625,0.128418,0.128418,0.6083984,0.02783203,0.2382813,-0.07421875
5563,81.9375,-158.25,-4.9375,0.1088867,0.1206055,0.6083984,0.02783203,0.2382813,-0.07421875
5564,80.25,-158.9375,0,0.05029297,0.1010742,0.6396484,0.02783203,0.2382813,-0.07421875
5566,78.0625,-158.375,4.8125,-0.05810547,0.01513672,0.6474609,0.09326172,0.2592773,-0.1088867
5567,79.0625,-158.8125,9,-0.09326172,-0.06591797,0.6396484,0.09326172,0.2592773,-0.1088867
5569,80.3125,-157.5,12.9375,-0.1166992,-0.1088867,0.6513672,0.09326172,0.2592773,-0.1088867
5570,80.5625,-155,15.5,-0.1791992,-0.1557617,0.6938477,0.09326172,0.2592773,-0.1088867
5572,78.625,-153.25,17.375,-0.2260742,-0.1948242,0.7290039,0.09326172,0.2592773,-0.1088867
5573,76.6875,-152.0625,19.25,-0.3623047,-0.2182617,0.7563477,0.09326172,0.2592773,-0.1088867
5575,75.9375,-153.125,20.3125,-0.4521484,-0.2768555,0.7836914,0.09326172,0.2592773,-0.1088867
5576,76.3125,-154,21.3125,-0.5263672,-0.3701172,0.7875977,0.1713867,0.2734375,-0.1899414
5578,77.6875,-154.5,21.1875,-0.5888672,-0.4365234,0.7602539,0.1713867,0.2734375,-0.1899414
5579,78.5625,-152.8125,21.75,-0.6552734,-0.4951172,0.7836914,0.1713867,0.2734375,-0.1899414
5581,79.6875,-150.9375,21.25,-0.7172852,-0.5263672,0.7524414,0.1977539,0.2792969,-0.2275391
5582,78.5625,-148,21.5,-0.7993164,-0.5146484,0.7329102,0.1977539,0.2792969,-0.2275391
5584,75.8125,-143.125,21.3125,-0.8344727,-0.5341797,0.7329102,0.1977539,0.2792969,-0.2275391
5585,71.6875,-135.125,22.0625,-0.8852539,-0.5185547,0.7524414,0.2128906,0.2685547,-0.2509766
5587,68.6875,-127.375,22.5,-0.9477539,-0.5029297,0.7680664,0.2128906,0.2685547,-0.2509766
5588,63.375,-119.6875,24.0625,-1.025391,-0.4833984,0.7797852,0.2128906,0.2685547,-0.2509766
5590,57.4375,-113.625,24.625,-1.041016,-0.4833984,0.7915039,0.2128906,0.2685547,-0.2509766
5591,50.875,-107,25.25,-1.154297,-0.4521484,0.8266602,0.2246094,0.2685547,-0.2695313
5593,44.1875,-101.25,26.1875,-1.177734,-0.4208984,0.8579102,0.2246094,0.2685547,-0.2695313
5594,37.3125,-94.4375,27.25,-1.212891,-0.4013672,0.8618164,0.2246094,0.2685547,-0.2695313
5596,31,-88.9375,28,-1.244141,-0.3583984,0.8618164,0.2304688,0.2592773,-0.2958984
5597,24.875,-84,28.1875,-1.310547,-0.3198242,0.8422852,0.2304688,0.2592773,-0.2958984
5599,18.3125,-80.625,28.1875,-1.322266,-0.3041992,0.8110352,0.2304688,0.2592773,-0.2958984
5600,13.1875,-74.625,28.1875,-1.302734,-0.2924805,0.7407227,0.237793,0.2568359,-0.3095703
5602,8.6875,-70.5,27.1875,-1.322266,-0.2729492,0.6318359,0.237793,0.2568359,-0.3095703
5603,5.375,-65,27.3125,-1.306641,-0.2651367,0.5927734,0.237793,0.2568359,-0.3095703
5605,2.625,-57.75,26,-1.302734,-0.2338867,0.4990234,0.237793,0.2568359,-0.3095703
5606,0.3125,-48.0625,24.625,-1.298828,-0.222168,0.3623047,0.2480469,0.2617188,-0.3237305
5608,-2.8125,-37.4375,22.9375,-1.298828,-0.2026367,0.315918,0.2480469,0.2617188,-0.3237305
5609,-4.25,-26.4375,21.125,-1.255859,-0.1713867,0.1870117,0.2480469,0.2617188,-0.3237305
5611,-5.5625,-15.1875,19.9375,-1.228516,-0.159668,0.09326172,0.2548828,0.2548828,-0.3237305
5612,-7.0625,-1.75,17.9375,-1.201172,-0.1362305,0.03076172,0.2548828,0.2548828,-0.3237305
5614,-6.5,11.1875,17,-1.130859,-0.1088867,-0.04638672,0.2548828,0.2548828,-0.3237305
5615,-7.6875,25.125,15.6875,-1.126953,-0.06201172,-0.1831055,0.2529297,0.2617188,-0.3266602
5617,-7.25,38.625,14.25,-1.091797,-0.08544922,-0.2338867,0.2529297,0.2617188,-0.3266602
5618,-9.875,56.875,-1.625,-1.719727,-0.07763672,-0.04638672,0.2529297,0.2617188,-0.3266602
5620,-30.125,112.8125,40.6875,-0.6044922,0.6279297,-1.052734,0.2529297,0.2617188,-0.3266602
5621,-341.5,238.625,91.75,-0.7524414,2.047363,-1.587402,0.2832031,0.2592773,-0.3291016
5623,-435.375,224.875,91.625,-0.9555664,0.9047852,1.431152,0.2832031,0.2592773,-0.3291016
5624,-308,86.375,76,-1.037109,0.07373047,2.933105,0.2832031,0.2592773,-0.3291016
5626,-337.25,82.8125,34.3125,0.6318359,-0.3740234,3.669922,0.2944336,0.2802734,-0.3251953
5627,-230.5625,200.0625,-109.375,-1.708008,-4.797363,7.84375,0.2944336,0.2802734,-0.3251953
5629,298.6875,31.125,-39.75,-3.681641,-1.220703,5.378418,0.2944336,0.2802734,-0.3251953
5630,-25.75,-67,-19,-3.557129,-0.9243164,4.668457,0.3037109,0.2885742,-0.3222656
5632,45,-186.625,0.5625,-0.5380859,-0.3198242,0.5498047,0.3037109,0.2885742,-0.3222656
5633,-21.875,-133.3125,26.875,0.7407227,0.159668,-2.016113,0.3037109,0.2885742,-0.3222656
5635,-51.0625,-11.625,18.375,2.047363,0.3349609,-1.774414,0.3037109,0.2885742,-0.3222656
5636,30.0625,38.4375,1.375,0.5732422,0.5771484,-0.3701172,0.3037109,0.2885742,-0.3222656
5638,6.875,53.375,5.9375,-0.01123047,0.128418,0.9829102,0.3037109,0.2885742,-0.3222656
5639,-29.25,18.0625,7.3125,-0.8032227,-0.08154297,1.805664,0.3037109,0.2885742,-0.3222656
5641,-0.8125,-19.8125,1.4375,-0.3388672,0.1674805,2.312988,0.2900391,0.2827148,-0.3154297
5643,-6,-30.75,0.4375,-0.269043,-0.003417969,1.236328,0.2900391,0.2827148,-0.3154297
5645,-9.625,-31.375,4.1875,-0.03076172,-0.112793,0.8266602,0.2900391,0.2827148,-0.3154297
5646,-7.6875,-19.4375,6.9375,0.1948242,-0.02685547,0.3935547,0.2885742,0.2827148,-0.3237305
5648,-11.6875,-8.75,7.1875,0.1791992,0.007324219,0.7172852,0.2885742,0.2827148,-0.3237305
5649,-6.5,-0.5625,5.6875,0.1518555,0.03076172,0.8891602,0.2885742,0.2827148,-0.3237305
5651,-5.125,5.8125,3.8125,0.01513672,-0.007324219,1.107422,0.2885742,0.2827148,-0.3237305
5652,-4.75,6.375,3.125,-0.04248047,-0.007324219,1.056641,0.2885742,0.2827148,-0.3237305
5654,-4.1875,5.5625,2.125,0.06982422,-0.01123047,0.9633789,0.2885742,0.2827148,-0.3237305
5655,-3.75,13.5,1.1875,0.1166992,-0.03466797,0.9594727,0.2885742,0.2827148,-0.3237305
5657,-1.8125,14.125,0.9375,0.01123047,-0.05029297,1.056641,0.293457,0.2802734,-0.3208008
5658,1.375,11.125,0.9375,0.04248047,-0.02294922,0.9790039,0.293457,0.2802734,-0.3208008
5660,0,13.6875,0.9375,0.08154297,-0.07763672,1.052734,0.293457,0.2802734,-0.3208008
5661,5.375,10.6875,1.8125,0.007324219,-0.07763672,1.087891,0.2993164,0.2905273,-0.3276367
5663,4.625,6.5625,2.5,0.04248047,-0.04638672,1.044922,0.2993164,0.2905273,-0.3276367
5664,5.25,7.25,3.125,0.08544922,-0.02685547,0.9672852,0.2993164,0.2905273,-0.3276367
5666,5.625,5.4375,2.8125,0.03466797,-0.02294922,0.9086914,0.2924805,0.2861328,-0.3334961
5667,6.125,6.1875,2.625,0.07373047,-0.02294922,0.9204102,0.2924805,0.2861328,-0.3334961
5669,7.375,6.8125,2.6875,-0.02685547,-0.05029297,0.9399414,0.2924805,0.2861328,-0.3334961
5670,6.25,4.1875,4,-0.05419922,-0.03076172,0.8579102,0.2924805,0.2861328,-0.3334961
5672,7,8.125,3.75,-0.003417969,0.003417969,0.8735352,0.2924805,0.2792969,-0.3208008
5673,8.5625,9.4375,3.375,-0.2026367,-0.03076172,1.080078,0.2924805,0.2792969,-0.3208008
5675,5.3125,0.9375,4.5,-0.2573242,-0.01123047,1.068359,0.2924805,0.2792969,-0.3208008
5676,4.0625,0.9375,3.6875,-0.04248047,0.06201172,0.9165039,0.2983398,0.2929688,-0.3237305
5678,2.9375,3.5,3,-0.1362305,0.01513672,1.013672,0.2983398,0.2929688,-0.3237305
5679,1.8125,-3.6875,3.8125,-0.190918,-0.003417969,1.029297,0.2983398,0.2929688,-0.3237305
5681,-0.8125,-3.875,3.5625,0.05810547,0.08544922,0.8227539,0.2958984,0.277832,-0.3237305
5682,0.0625,2.9375,2.1875,-0.02685547,0.01123047,0.9086914,0.2958984,0.277832,-0.3237305
5684,0.8125,0.6875,1.5,-0.09716797,-0.003417969,1.009766,0.2958984,0.277832,-0.3237305
5685,-1.4375,-4.75,2.3125,0.02294922,0.05029297,0.9125977,0.2958984,0.277832,-0.3237305
5687,0.4375,1.8125,1.4375,-0.03857422,-0.007324219,0.9321289,0.300293,0.2851563,-0.3193359
5688,-1.3125,1.4375,1.625,-0.03857422,-0.003417969,0.9985352,0.300293,0.2851563,-0.3193359
5690,0.3125,1.625,1.4375,0.003417969,0.05419922,0.9282227,0.300293,0.2851563,-0.3193359
5691,-1.1875,4.4375,0.3125,0.02294922,0.06201172,0.9360352,0.296875,0.2871094,-0.3266602
5693,0.8125,6.375,-0.6875,-0.01513672,0.01513672,1.044922,0.296875,0.2871094,-0.3266602
5694,-0.0625,4.5,-0.375,-0.06201172,-0.02294922,1.111328,0.296875,0.2871094,-0.3266602
5696,0.25,4,-0.6875,-0.003417969,-0.02294922,1.009766,0.3017578,0.2836914,-0.3276367
5697,0.375,6.1875,-0.125,0.01513672,-0.01904297,0.9907227,0.3017578,0.2836914,-0.3276367
5699,1.5,6.5,-0.8125,0.007324219,-0.007324219,0.9555664,0.3017578,0.2836914,-0.3276367
5700,0.6875,7.3125,-0.375,0.01513672,0.04638672,0.9360352,0.3017578,0.2836914,-0.3276367
5702,1.125,8.4375,-1.8125,0.02685547,0.05810547,0.9477539,0.3017578,0.2836914,-0.3276367
5703,1.6875,8.25,-2.5,0.007324219,0.007324219,0.9907227,0.3017578,0.2836914,-0.3276367
5705,1.4375,6.375,-1.75,-0.04248047,-0.04638672,1.041016,0.3017578,0.2836914,-0.3276367
5706,2.0625,6,-1.25,0,-0.01123047,1.005859,0.3017578,0.2827148,-0.3125
5708,1.75,7.6875,-1.5625,0.007324219,0.007324219,0.9868164,0.3017578,0.2827148,-0.3125
5709,2.75,5.75,-2.125,-0.06201172,0.04638672,0.9868164,0.3017578,0.2827148,-0.3125
5711,0.6875,5.5,-2.25,-0.04248047,0.03857422,0.9907227,0.2944336,0.2836914,-0.3193359
5712,2.3125,6.1875,-2.125,-0.05810547,-0.04248047,0.9868164,0.2944336,0.2836914,-0.3193359
5714,1.4375,4.6875,-2.5,-0.1049805,-0.02685547,1.080078,0.2944336,0.2836914,-0.3193359
5715,2.25,2.8125,-2,-0.09716797,-0.03466797,1.095703,0.2944336,0.2836914,-0.3193359
5717,1,3.5625,-2.1875,-0.07763672,-0.01513672,0.9868164,0.2944336,0.2836914,-0.3193359
5718,2.75,2.75,-1.9375,-0.1206055,-0.01904297,1.029297,0.2944336,0.2836914,-0.3193359
5720,1.4375,1.5625,-1.5,-0.09326172,0.007324219,1.001953,0.2944336,0.2836914,-0.3193359
5721,2.375,3.0625,-1.75,-0.05029297,-0.03466797,0.9399414,0.3027344,0.2802734,-0.3208008
5723,1.75,1.8125,-1.6875,-0.07763672,-0.03076172,1.080078,0.3027344,0.2802734,-0.3208008
5724,1.75,0.125,-0.9375,-0.07373047,-0.01904297,1.033203,0.3027344,0.2802734,-0.3208008
5726,0.6875,2.5,-0.125,-0.003417969,-0.01123047,0.8774414,0.3085938,0.28125,-0.3291016
5727,2.5625,2.1875,-0.875,-0.01513672,-0.003417969,0.9399414,0.3085938,0.28125,-0.3291016
5729,1.375,0.8125,-0.3125,-0.01513672,0.01513672,0.9868164,0.3085938,0.28125,-0.3291016
5730,1,2.1875,-0.9375,-0.01513672,-0.01123047,0.9829102,0.3037109,0.2836914,-0.3237305
5732,1.375,1.125,-1.25,-0.003417969,-0.02294922,1.021484,0.3037109,0.2836914,-0.3237305
5733,2.5,0.75,-1.375,-0.02685547,-0.02294922,1.025391,0.3037109,0.2836914,-0.3237305
5735,1.0625,-0.1875,-0.625,-0.05029297,-0.01513672,1.044922,0.3037109,0.2836914,-0.3237305
5736,2.4375,-0.3125,-1,-0.04638672,-0.01513672,1.001953,0.2983398,0.2871094,-0.3237305
5738,0.8125,-0.375,-0.8125,0,0,0.9399414,0.2983398,0.2871094,-0.3237305
5740,2.5625,0,-1.1875,-0.03857422,-0.02294922,0.9555664,0.2983398,0.2871094,-0.3237305
5742,2,-0.25,-1.125,-0.04638672,-0.01904297,0.9594727,0.3027344,0.2871094,-0.3168945
5743,2.8125,-1.125,-0.125,-0.06591797,-0.02685547,0.9672852,0.3027344,0.2871094,-0.3168945
5745,2.3125,-0.625,-0.375,-0.06591797,-0.03076172,0.9125977,0.3027344,0.2871094,-0.3168945
5746,2.875,0.8125,-0.1875,-0.04638672,-0.01513672,0.9243164,0.3017578,0.2905273,-0.3305664
5748,2.1875,0.8125,0,-0.08154297,0.02685547,0.9243164,0.3017578,0.2905273,-0.3305664
